sitename,address,city,dist,lat,lon
7-ELEVEN 東泓店站,台中市東區東門路140號(近東昇橋),台中市,東區,24.1271189,120.6998566
台亞精武加油站,台中市東區精武東路42號(近精武東路與東英路交叉口),台中市,東區,24.1482138,120.7060601
eReady 台中精武店站,台中市東區精武路138號(近精武路/進德北路口),台中市,東區,24.147961,120.6921109
中油振興路加油站,台中市東區樂業里建成路556號(近新建國市場),台中市,東區,24.1334593,120.6938569
7-ELEVEN 東泰店站,台中市東勢區東蘭路41-5號(近中豐公路/東蘭路口),台中市,東勢區,24.2646794,120.8261618
中油東勢加油站,台中市東勢區粵寧里豐勢路678號(近東勢大橋),台中市,東勢區,24.2617254,120.8241389
Gogoro 東勢豐勢門市站,台中市東勢區豐勢路263號(近豐勢路/豐勢路308巷口),台中市,東勢區,24.2528333,120.8297321
全家台中金美店站,台中市南屯區14鄰南屯路二段872號(近南屯路二段/南屯路二段870巷口),台中市,南屯區,24.1412399,120.6363766
Gogoro 南屯大墩十四服務中心站,台中市南屯區大墩十四街352、354號(近大墩十四街/大正街口),台中市,南屯區,24.1524804,120.6454133
全聯台中大昌店站,台中市南屯區大墩五街98號(近大墩五街/大昌街口),台中市,南屯區,24.1419134,120.6519784
迪卡儂台中南屯店站,台中市南屯區大墩南路379號(近文心南六路/大墩南路口),台中市,南屯區,24.1313963,120.6496192
宏佳騰南屯大墩店站,台中市南屯區大墩路653-3號(近大墩路/大墩13街口),台中市,南屯區,24.151786,120.6496213
7-ELEVEN 上楓樹店站,台中市南屯區中和里黎明路一段263號(近黎明路一段/黎明路一段267巷口),台中市,南屯區,24.118133,120.6274582
全家台中龍富二店站,台中市南屯區五權西路二段1172號(近五權西路二段/龍富路二段口),台中市,南屯區,24.1486896,120.626318
Gogoro 南屯五權西門市站,台中市南屯區五權西路二段361號(近五權西路二段/文心路一段路口),台中市,南屯區,24.1398654,120.6461586
中油五權西路加油站,台中市南屯區五權西路二段566號(近五權西路二段/惠中路三段路口),台中市,南屯區,24.1414504,120.6414157
全聯台中豐樂店站,台中市南屯區文心南三路690、692號(近文心南三路/向心南路口),台中市,南屯區,24.133714,120.6428642
家樂福文心店站,台中市南屯區文心路一段521號(近文心路一段/大業路交叉口),台中市,南屯區,24.1539166,120.6464058
車太炫自助洗車台中南屯站,台中市南屯區永春東路1242號(近南屯國小),台中市,南屯區,24.1367033,120.633992
宜家家居南屯店站,台中市南屯區向上路二段168號(近向上路二段/大觀路口),台中市,南屯區,24.147041,120.6429056
台糖忠勇加油站,台中市南屯區忠勇路16之5號(近春社派出所),台中市,南屯區,23.9676061,120.5541561
台糖成功嶺加油站,台中市南屯區忠勇路1號(近高仕高爾夫球場),台中市,南屯區,24.1272101,120.6074439
家樂福便利購台中南屯店站,台中市南屯區南屯路二段270之1號(近南屯路二段/田心北二巷),台中市,南屯區,24.1372013,120.6487082
台中南屯運動中心站,台中市南屯區黎明路一段998號(近黎明路一段/文昌街口),台中市,南屯區,24.137572,120.6376964
全家台中龍富店站,台中市南屯區龍富路四段2號(近龍富路四段/永春路口),台中市,南屯區,24.1408019,120.626047
7-ELEVEN 精科店站,台中市南屯區嶺東路368號(近嶺東路/文山三街),台中市,南屯區,24.1451466,120.6109414
全家台中新文山店站,台中市南屯區嶺東路730號(近嶺東路/文山六街口),台中市,南屯區,24.1485281,120.6119179
HiLife 台中中慶店站,台中市南區大慶街二段27號(近復興北路),台中市,南區,24.1179342,120.6491171
HiLife 台中衛斯理店站,台中市南區五權南一路52號(近五權南路),台中市,南區,24.1125404,120.6698211
7-ELEVEN 福田店站,台中市南區文心南路885號(近樹義國小),台中市,南區,24.1111269,120.6591943
Gogoro 南區建成門市站,台中市南區建成路1637號(近建成路/學府路口),台中市,南區,24.1262576,120.6748245
全聯台中建國南店站,台中市南區建國南路一段255號(近建國南路一段/復興路二段71巷口),台中市,南區,24.124659,120.6579736
楓康超市大慶店站,台中市南區復興路一段170號(近復興路1段/德富路口),台中市,南區,24.1132242,120.6534488
全家台中樹仔腳店站,台中市南區復興路一段33號(近復興路一段/環中路六段口),台中市,南區,24.1105149,120.6461346
愛買復興店站,台中市南區復興路一段359號(近復興路一段/文心南路口),台中市,南區,24.1148807,120.6542177
中油台中復興路加油站,台中市南區復興路三段73號(近臺中高等法院),台中市,南區,24.1292042,120.6693964
中油台中三民路加油站,台中市南區福平里三民路一段１號(近五權車站),台中市,南區,24.1281961,120.6669596
HiLife 台中中大店站,台中市南區興大路300號(近中興大學),台中市,南區,24.1189133,120.6716351
中油烏日加油站,台中市烏日區九德里中山路一段539號(近中山路一段/信義街路口),台中市,烏日區,24.1059996,120.634111
臺中市廣停二停車場站,台中市烏日區三榮二路、三榮路一段(近三榮二路/三榮一路路口),台中市,烏日區,24.1056629,120.6107351
​台亞成二加油站,台中市烏日區中山路三段422號(近成功嶺),台中市,烏日區,24.1102567,120.6028532
HiLife 烏日成中店站,台中市烏日區中山路三段548號(近成功車站),台中市,烏日區,24.1139347,120.5903901
HiLife 中縣中分店站,台中市烏日區五光路708號(近溪南路),台中市,烏日區,24.0964354,120.638497
HiLife 中縣中連店站,台中市烏日區太明北路2號(近溪南路二段),台中市,烏日區,24.0592426,120.6447291
全聯烏日長春店站,台中市烏日區長春街429號(近長春街/明德街路口),台中市,烏日區,24.108028,120.6351289
中油烏日高鐵加油站,台中市烏日區建國路265號(近烏日高鐵站),台中市,烏日區,24.1092655,120.6242606
台灣高鐵台中站,台中市烏日區站區二路8號(近烏日高鐵站),台中市,烏日區,24.1121394,120.6160843
7-ELEVEN 烏日店站,台中市烏日區新興路247號(近烏日消防局),台中市,烏日區,24.1041126,120.6242673
HiLife 神岡庄前店站,台中市神岡區三民南路2號(近神林路),台中市,神岡區,24.2512294,120.6569061
福懋三民加油站,台中市神岡區三民路510號(近國四神岡交流道),台中市,神岡區,24.2711084,120.6606803
HiLife 中縣中神店站,台中市神岡區中山路1590號(近三民路),台中市,神岡區,24.2589119,120.6556249
全聯豐原三豐店站,台中市神岡區五權路1號(近五權路/東洲路口),台中市,神岡區,24.2586249,120.7130984
HiLife 中縣神岡店站,台中市神岡區和睦路一段285號(近和睦路一段212巷),台中市,神岡區,24.2767589,120.6588733
中油梧棲加油站,台中市梧棲區八德路2號(近大智路二段/八德路口),台中市,梧棲區,24.2608504,120.5319477
全聯梧棲中華店站,台中市梧棲區中華路二段610號(近中華路二段/長春路口),台中市,梧棲區,24.2567,120.558416
7-ELEVEN 港區店站,台中市梧棲區文化路二段55號(近梧棲國小),台中市,梧棲區,24.2533687,120.5295909
全聯梧棲文昌店站,台中市梧棲區文昌路501號(近文昌路/中央路一段),台中市,梧棲區,24.2452523,120.5375914
中油清水加油站,台中市清水區中山路507-18號(近中山路/中山路507巷口),台中市,清水區,24.2778526,120.5783655
全聯清水中興店站,台中市清水區中興街57號(近中興街/西寧路口),台中市,清水區,24.2719913,120.5745901
HiLife 中縣甲南店站,台中市清水區菁埔里中山路563號(近中山路/中華北路口),台中市,清水區,24.3011087,120.5957738
全聯清水鰲峰店站,台中市清水區鰲新路5號(近鰲新路/鰲峰路交叉口),台中市,清水區,24.2661524,120.5565813
全聯台中新社店站,台中市新社區中和街5段13號(近新社郵局),台中市,新社區,24.2483482,120.8089135
7-ELEVEN 社和店站,台中市新社區中和街五段115號(近中和街五段/東新路三段路口),台中市,新社區,24.2523596,120.8082482
HiLife 潭子曇晨店站,台中市潭子區勝利路209號(近潭興路三段),台中市,潭子區,24.2114172,120.7004179
北基雅潭加油站,台中市潭子區雅潭路二段107號(近雅潭路二段/雅潭路132巷口),台中市,潭子區,24.2156667,120.6944402
7-ELEVEN 圓通南店站,台中市潭子區圓通南路239號(近圓通南路/興華一路口),台中市,潭子區,24.2070699,120.7033233
7-ELEVEN 潭厝店站,台中市潭子區環中東路一段5號(近中山路二段與環中路一段路口),台中市,潭子區,24.2014226,120.7039411
山隆竹坑加油站,台中市龍井區竹坑里中華路1段38號(近中華路1段/茄投路1段口),台中市,龍井區,24.1733025,120.5426573
全聯龍井沙田店站,台中市龍井區沙田路五段382、386號(近沙田路五段/沙田路五段399巷),台中市,龍井區,24.2032943,120.5484047
HiLife 豐原三和店站,台中市豐原區三和路349巷2號(近豐栗路),台中市,豐原區,24.2317669,120.7044794
中油大億加油站,台中市豐原區大豐路五段136號(近大豐路五段/大豐路70巷口),台中市,豐原區,24.2414518,120.6968844
Gogoro 豐原中正門市店站,台中市豐原區中正路38號(近中正路/中正路29巷),台中市,豐原區,24.2532085,120.7218305
全家豐原新水源店站,台中市豐原區水源路17號(近水源路/水源路7巷口),台中市,豐原區,24.2552798,120.7450468
愛買豐原店站,台中市豐原區水源路420號(近豐村國小),台中市,豐原區,24.2567943,120.7345013
全聯豐原田心店站,台中市豐原區田心路二段182號(近田心路二段/永康路路口),台中市,豐原區,24.2394901,120.7208521
全聯豐原成功店站,台中市豐原區成功路198號(近成功路/西勢路口),台中市,豐原區,24.2459381,120.7088179
家樂福豐原店站,台中市豐原區成功路500號(近成功路/建成路),台中市,豐原區,24.2522311,120.7064332
臺中市陽明大樓第二平面停車場站,台中市豐原區自強南街、陽明街(近自強南街/陽明街口),台中市,豐原區,24.2460579,120.7225624
臺中市社會住宅預定地臨時停車場站,台中市豐原區社會住宅預定地(東仁街與豐勢路一段147巷)(近東仁街/豐勢路一段147巷口),台中市,豐原區,24.2548595,120.7241132
PGO 台中豐原店站,台中市豐原區圓環東路178號(近圓環東路/田心路二段路口),台中市,豐原區,24.2431926,120.7194054
Gogoro 豐原中山服務中心站,台中市豐原區豐西街6號(近豐原郵局),台中市,豐原區,24.2519035,120.7151413
全聯豐原豐東店站,台中市豐原區豐東路171號(近豐東路/豐東路163巷口),台中市,豐原區,24.250351,120.731671
家樂褔便利購豐南店站,台中市豐原區豐南街118號(近豐南街與豐南街92巷交叉口),台中市,豐原區,24.239139,120.7148569
宏佳騰台中豐原店站,台中市豐原區豐原大道七段408號(近豐原大道七段 /豐工路口),台中市,豐原區,24.2622024,120.7122175
中油翁子加油站,台中市豐原區豐勢路一段588號(近豐原翁子郵局),台中市,豐原區,24.2598175,120.7346781
全家霧峰中投店站,台中市霧峰區中投西路二段430號(近中投西路二段/五福西路口),台中市,霧峰區,24.0718269,120.6621813
全家霧峰九德店站,台中市霧峰區四德路204號(近四德路/國中路口),台中市,霧峰區,24.0661726,120.691405
全家霧峰新六順店站,台中市霧峰區民生路201號(近民生路/錦州路口),台中市,霧峰區,24.0707805,120.7030161
全家霧峰朝科大店站,台中市霧峰區吉峰東路62號(近吉峰東路/民生路290巷口),台中市,霧峰區,24.0744229,120.7148093
台糖吉峰加油站,台中市霧峰區吉峰路225號(近吉峰路/民生路口),台中市,霧峰區,24.0766983,120.7156399
7-ELEVEN 吉峰店站,台中市霧峰區德泰街11號(近國泰人壽),台中市,霧峰區,24.0686613,120.6995874
全家霧峰新錦峰店站,台中市霧峰區錦州路331號(近錦州路/吉峰路口),台中市,霧峰區,24.0758607,120.7069686
太平區農會站,臺中市太平區太平路483號(近國光路/大學路口),台中市,太平區,24.1244764,120.714851
臺中市東欣停車場站,臺中市北區太平路(近東興市場旁),台中市,北區,24.1489168,120.6816674
臺中市永興停車場站,臺中市北區太原路、永興街(近太原路/永興街路口),台中市,北區,24.1631276,120.6823645
臺中市建成停車場站,臺中市北區東光五街、東光路(近肉品市場邊),台中市,北區,24.1547612,120.6989714
臺中市大墩停車場站,臺中市西屯區大容東街與大容東一街口(近大容東街/大容東一街口),台中市,西屯區,24.1566934,120.6478048
臺中市惠安停車場站,臺中市西屯區惠來路、市政北七路(近惠來路二段/市政北七路口),台中市,西屯區,24.164224,120.6425357
全聯台中龍門店站,臺中市西屯區黎明路二段866號(近黎明路/龍門路路口),台中市,西屯區,24.1624801,120.6339801
衛生福利部臺中醫院站,臺中市西區三民路一段199號(近三民路一段/三民路一段192巷口),台中市,西區,24.1406262,120.6762712
臺中市廣民停車場站,臺中市西區四維街、大明街(近四維街/大明街路口),台中市,西區,24.1391621,120.6737075
臺中市林森停車場站,臺中市西區府後街、貴和街(近府後街/貴和街路口),台中市,西區,24.1342318,120.6730638
臺中市精武廣場停車場站,臺中市東區雙十路、精武路(近雙十路/精武路口),台中市,東區,24.1462276,120.6861609
臺中市惠文停車場站,臺中市南屯區向上路二段(近向上路二段/惠文路口),台中市,南屯區,24.1468695,120.6416864
臺中市春安停車場站,臺中市南屯區建功路、春安三街(近建功路/春安二街口),台中市,南屯區,24.1356765,120.6103346
國立中興大學站,臺中市南區興大路145號(近國光路/大學路口),台中市,南區,24.1184452,120.6762426
寶熊漁樂碼頭站,臺中市潭子區中山路三段11號(近中山路三段/中山路三段十三巷口),台中市,潭子區,24.220294,120.7059846
中油八德路加油站,基隆市七堵區八德路2-15號(近八德櫻花公園),基隆市,七堵區,25.1038217,121.7233009
台亞七堵明德加油站,基隆市七堵區明德一路238號(近基隆七堵郵局),基隆市,七堵區,25.0960537,121.7102865
全家基隆中山店站,基隆市中山區中山二路53號、53-1號(近基隆市立港西國民小學),基隆市,中山區,25.1380188,121.7404266
全家基隆富港店站,基隆市中正區北寧路250-8號(近碧砂漁港),基隆市,中正區,25.14594,121.7835347
龍都新城社區站,基隆市中正區新豐街345號(近新豐街/祥豐街30巷口),基隆市,中正區,25.1356148,121.7871389
Zocha71站,基隆市中正區義一路71號(近義一路/信五路口),基隆市,中正區,25.134251,121.7463879
Gogoro 基隆義一門市站,基隆市中正區義一路87號(近長榮桂冠酒店),基隆市,中正區,25.1347604,121.7467095
基隆東岸地下停車場B1F站,基隆市仁愛區仁二路236號(地下一樓機車停車場)(近基隆廟口),基隆市,仁愛區,25.129963,121.743219
中油泉益大武崙加油站,基隆市安樂區武訓街72號(近瑞芳工業區服務中心),基隆市,安樂區,25.1484709,121.699591
中油安樂加油站,基隆市安樂區麥金路441號(近基隆市婦幼福利中心),基隆市,安樂區,25.1262869,121.7190073
宏佳騰基隆信一店站,基隆市信義區信一路15號(近基隆捐血站),基隆市,信義區,25.1286038,121.7567702
WorldGym 信義店 Sport 站,基隆市信義區信一路92號(近基隆市信義區公所),基隆市,信義區,25.1286801,121.751116
過港里里民活動中心站,基隆市暖暖區過港路54號(近過港路/寧靜街口),基隆市,暖暖區,25.1047248,121.7383628
中油國賓加油站,72256台南市佳里區同安寮1之9號(近NISSAN汽車),台南市,佳里區,23.1652951,120.1880197
台糖國聖加油站,台南市七股區義合里12鄰義合108號(台17/南38),台南市,七股區,23.108009,120.149726
中油大內加油站,台南市大內區石城里石子瀨122之12號(近大內區公所),台南市,大內區,23.1193034,120.3560883
中油山上加油站,台南市山上區明和里232號(近178縣道/南140鄉道口),台南市,山上區,23.1147826,120.3406679
家樂福安平店站,台南市中西區中華西路2段16號(近永華路一段/中華西路二段路口),台南市,中西區,22.9884277,120.1871334
7-ELEVEN 千福店站,台南市中西區中華西路二段36號(近中華西路二段/府前路二段路口),台南市,中西區,22.992824,120.187048
宏佳騰台南中西店站,台南市中西區中華西路二段596-2號(中華西路二段/西湖街),台南市,中西區,23.0032847,120.1871855
車麗屋台南中華店站,台南市中西區中華西路二段76號(近中華西路二段/府前路二段路口),台南市,中西區,22.9942687,120.1870328
五妃街南側停車場站,台南市中西區五妃街69號旁(近五妃街/府連路口),台南市,中西區,22.9823933,120.2094035
Gogoro 台南公園店站,台南市中西區公園路36號(近公園路/民權路二段路口),台南市,中西區,22.9944177,120.2057794
中油文賢路加油站,台南市中西區文賢路229號(近文和街/文賢路口),台南市,中西區,23.0045515,120.1934381
中油民生路加油站,台南市中西區民生路二段303號(近民生路二段/西寧街口),台南市,中西區,22.9966747,120.1913377
宜舍臨安民生站,台南市中西區民生路二段374號(近臨安路一段/民生路二段路口),台南市,中西區,22.9977347,120.1888756
全聯台南民權店站,台南市中西區民權路四段350、352號(近民權路/西賢一街口),台南市,中西區,22.9992205,120.1776176
中油安平古堡加油站,台南市中西區民權路四段730號(近北安路40巷/民權路四段路口),台南市,中西區,23.0020979,120.167446
7-ELEVEN 湖華店站,台南市中西區西湖街3號(近西湖街/西濱公路口),台南市,中西區,23.0032932,120.1865276
府前永福停車場站,台南市中西區府前路一段309號旁(永福路一段/永福路一段275巷),台南市,中西區,22.9897848,120.2002016
府前停18停車場站,台南市中西區府前路一段生活美學館旁(近府前路一段 / 府前一街口),台南市,中西區,22.992637,120.187721
中油府前路加油站,台南市中西區府前路二段256號 (近府前路二段 / 府前路二段258巷口 ),台南市,中西區,22.992118,120.1907938
7-ELEVEN 南門城店站,台南市中西區南門路229號(近中山國中),台南市,中西區,22.9837541,120.2044185
湖美街公有停車場站,台南市中西區湖美街60巷(近湖美街60巷 / 湖美一街口),台南市,中西區,23.00129,120.1805683
臺南萬昌街停車場站,台南市中西區萬昌街81號對面(中西區萬昌街/青年路226巷6弄),台南市,中西區,22.9911701,120.2103421
臺南環河街停車場站,台南市中西區環河街62號旁(近南市區漁會),台南市,中西區,22.9932555,120.1922342
HiLife 仁德二仁店站,台南市仁德區二仁路一段99號(近嘉南藥理科技大學),台南市,仁德區,22.9188881,120.225495
奇美實業站,台南市仁德區三甲里59-1號(近奇美實業機車停車場出入口),台南市,仁德區,22.9326731,120.2368486
台糖虎山加油站,台南市仁德區大同路三段888號(近新仁家樂福),台南市,仁德區,22.9468465,120.2188757
家樂福仁德店站,台南市仁德區中山路711號(近大魯閣打擊練習場),台南市,仁德區,22.9723723,120.2467654
仁德郵局站,台南市仁德區中正路二段1118號(近仁德區農會),台南市,仁德區,22.9697074,120.2523353
全聯仁德中清店站,台南市仁德區中清路167號(近中清路/正義二街路口),台南市,仁德區,22.973745,120.2560395
台糖仁德加油站,台南市仁德區仁愛里大同路三段525號(近台南航空站),台南市,仁德區,22.9507546,120.2187643
城光重劃停車場站,台南市仁德區文宏路與文宏一街口(近城光重劃區公園),台南市,仁德區,22.9760618,120.2433087
中油民安加油站,台南市仁德區民安路一段325號(近文華路三段/民安路一段),台南市,仁德區,22.9593551,120.2402294
7-ELEVEN 仁伯店站,台南市仁德區德安路188號(近德安路/德善路口),台南市,仁德區,22.948913,120.2553314
全聯台南六甲店站,台南市六甲區中山路93號(近中山路/信義街路口),台南市,六甲區,23.2309824,120.3498026
中油北門加油站,台南市北門區仁里里二重港108號(近台17縣道/174縣道口 ),台南市,北門區,23.242766,120.139048
全家台南大興店站,台南市北區大興街398號(近大興街/賢北街口),台南市,北區,23.0093568,120.1828531
Gogoro 北區小東服務中心站,台南市北區小東路261號(近小東公園),台南市,北區,22.9998307,120.2286676
Gogoro 台南文賢服務中心站,台南市北區文賢路470號 (文賢路/文賢路480巷口),台南市,北區,23.0058836,120.1936953
PGO 台南文賢店站,台南市北區文賢路811號(近文賢路/文賢路799巷口),台南市,北區,23.0164491,120.1932761
大興公園停車場站,台南市北區文賢路與大興街口(近大興街 / 大興街76巷口),台南市,北區,23.0120914,120.1938547
7-ELEVEN 鄭子寮店站,台南市北區北成路442號(近北成路/育德二路口),台南市,北區,23.0191141,120.2014419
北成路停車場站,台南市北區北成路與北安路一段262巷口(近北成路 / 福安宮廟口),台南市,北區,23.0202712,120.2063267
大道停6停車場站,台南市北區北門路二段505號旁(近和緯路一段/北門路二段口),台南市,北區,23.0097825,120.2158416
北園路停車場站,台南市北區北園街114巷(近北園街114巷 / 北園公園口),台南市,北區,23.0131779,120.223648
中油成功路加油站,台南市北區成功路16號(近臺南郵局),台南市,北區,22.9980788,120.2093835
臺南福利站,台南市北區成功路22巷3號(成功路22巷/成功路22巷18弄),台南市,北區,22.9987604,120.2089369
7-ELEVEN 德緯店站,台南市北區育德二路20鄰308號(育德二路/西門路四段7巷口),台南市,北區,23.007795,120.2023559
全聯台南和緯店站,台南市北區和緯路二段172號(近小北成功夜市),台南市,北區,23.0121615,120.2075959
7-ELEVEN 和緯店站,台南市北區和緯路二段252號(近和緯路二段/育德路口),台南市,北區,23.0123797,120.2062321
全家台南和緯店站,台南市北區和緯路三段333號1樓(近和緯路三段/文賢一路口),台南市,北區,23.0097133,120.1958686
全家台南長順店站,台南市北區長北街112號(近長北街/公園南路口),台南市,北區,23.0023035,120.2047052
大光郵局站,台南市北區長榮路五段266號(近大光國小),台南市,北區,23.0129956,120.2180833
中油前鋒路加油站,台南市北區前鋒路283號(近前鋒路/東豐路口),台南市,北區,23.004607,120.214996
成德停四停車場站,台南市北區海安路三段338巷91號前(海安路3段338巷/育德二路55巷),台南市,北區,23.0091069,120.202339
全聯台南開元店站,台南市北區開元路153號(開元路/開元路148巷),台南市,北區,23.0072939,120.2188707
中油千越開元加油站,台南市北區開元路467號(開元路/北園街),台南市,北區,23.0100207,120.223933
賢北街公有路外停車場站,台南市北區賢北街與大興街口(近大興街 / 大興街376巷口),台南市,北區,23.0092148,120.1828041
大潤發台南店B2F站,台南市北區臨安路2段310號(近B2機車停車場),台南市,北區,23.0044879,120.2035687
中油左鎮加油站,台南市左鎮區睦光里睦光5之2號(近台南市消防局左鎮分隊),台南市,左鎮區,23.0607597,120.4161718
全聯永康大橋店站,台南市永康區大橋二街218號(近大橋二街 / 大橋一街247巷口),台南市,永康區,23.0210115,120.2309149
全家永康大展店站,台南市永康區大灣東路38號(近大灣東路 / 南興路口),台南市,永康區,22.998374,120.260947
中油美吉加油站,台南市永康區中山南路428號(中山南路/中山南路436巷),台南市,永康區,23.0171974,120.2388203
Gogoro 永康服務中心站,台南市永康區中山南路613號(近南大附中),台南市,永康區,23.0248201,120.2542307
家樂福便利購永康二王店站,台南市永康區中山南路696號(近寶雅生活百貨),台南市,永康區,23.0201105,120.244637
中油永康加油站,台南市永康區中正北路348號(近蔦松二街/中正北路口),台南市,永康區,23.0418589,120.2549171
家樂福中正店站,台南市永康區中正南路358號(近平面機車停車場旁),台南市,永康區,23.0327968,120.2286119
中油加泓加油站,台南市永康區中正路353號(中正路/中正二街),台南市,永康區,23.0353985,120.2432337
全家永康兵仔市店站,台南市永康區中華一路61號(近中華路/中華一路口),台南市,永康區,23.0042513,120.2371793
家樂福中華店站,台南市永康區中華二路350號(近三商巧福斜對面),台南市,永康區,23.0085002,120.2308234
Gogoro 永康中華店站,台南市永康區中華路140號(近永康兵仔市菜市場),台南市,永康區,23.0029528,120.2354502
全聯永康中華店站,台南市永康區中華路575號(近中華路/中山南路口),台南市,永康區,23.0127089,120.2306207
PGO 永康中華店站,台南市永康區中華路670號(中華路/中華路661巷),台南市,永康區,23.0152281,120.229868
宏佳騰台南中華店站,台南市永康區中華路696號(近中華路/中華路661巷口),台南市,永康區,23.0160466,120.2293541
全家永康文化店站,台南市永康區文化路118號 (近文化路 / 永華路口),台南市,永康區,23.0160421,120.2579061
全家永康車行店站,台南市永康區王行路563號(近王行路/王行路1018巷口),台南市,永康區,23.0509265,120.2760485
7-ELEVEN 安興店站,台南市永康區北灣里20鄰北興路51號(近北興路/大同街口),台南市,永康區,23.0145014,120.2655976
7-ELEVEN 奇蹟店站,台南市永康區永大路3段299號 (近永大路三段/龍埔街口 ),台南市,永康區,23.0343997,120.2592976
Gogoro 永康永大服務中心站,台南市永康區永大路二段169號(永大路二段/國光六街),台南市,永康區,23.006369,120.26137
全聯永康北灣店站,台南市永康區永大路二段936號(近永大路二段/大同街425巷口),台南市,永康區,23.016234,120.2634086
全聯永康永大店站,台南市永康區永大路三段35號(近永大路三段/埔聖街口),台南市,永康區,23.0283066,120.2601413
台糖永安加油站,台南市永康區永安路350號(近永安橋),台南市,永康區,23.0496897,120.241261
全家永康永明店站,台南市永康區永明街262號(近國民路/永明街179巷口),台南市,永康區,23.0244967,120.2627365
HiLife 永康巧遇店站,台南市永康區永勝街1號(近永勝街/文化路口),台南市,永康區,23.0151872,120.2550185
全家永康龍橋店站,台南市永康區自強路830號(近自強路/龍橋街口),台南市,永康區,23.0377665,120.2646144
全家永康廣興店站,台南市永康區西勢路205號(近西勢路/西勢路196巷口),台南市,永康區,23.0205893,120.2764367
全家永康忠孝店站,台南市永康區忠孝路78﹑80號(近忠孝路/忠孝路76巷口),台南市,永康區,23.0039365,120.2400491
台南市圖書館總館旁機車停車場站,台南市永康區東橋七路320號後方(東橋七路/東橋十街),台南市,永康區,23.0238212,120.2363234
東橋八街停車場站,台南市永康區東橋八街38號旁(東橋八街/東橋三路),台南市,永康區,23.0205455,120.2332726
中油大灣加油站,台南市永康區建國里復興路65號,台南市,永康區,22.9983726,120.2490304
全聯永康富強店站,台南市永康區富強路一段108號(近富強路一段98巷口),台南市,永康區,23.0156787,120.2733358
7-ELEVEN 瓏埔店站,台南市永康區龍埔街108號(近龍埔街/龍中街口),台南市,永康區,23.0342313,120.2636306
全家永康鹽洲店站,台南市永康區鹽忠街127號(近鹽行路/鹽洲街口),台南市,永康區,23.0421931,120.2320793
全家玉井民生店站,台南市玉井區民族路89號(近民族路/民生路口),台南市,玉井區,23.1239417,120.4647278
中油玉井加油站,台南市玉井區玉田里中山路91號(近中山路/中華路口),台南市,玉井區,23.1209061,120.465247
7-ELEVEN 仙草埔店站,台南市白河區仙草里仙草6之30號(近仙草派出所),台南市,白河區,23.3468455,120.4847242
全聯白河國泰店站,台南市白河區國泰路127號(近國泰路/民安路路口),台南市,白河區,23.3479701,120.4128319
全聯台南白河店站,台南市白河區富民路142號(近新起街/富民路口),台南市,白河區,23.3451413,120.414184
Gogoro 安平中華門市站,台南市安平區中華西路二段57號(近家樂福安平店),台南市,安平區,22.9878261,120.1865844
7-ELEVEN 期建店站,台南市安平區文平里建平路277號(近建平路 / 建平七街口),台南市,安平區,22.9884516,120.1821191
中油光州加油站,台南市安平區永華路二段1255號(近永華路二段/光州路口),台南市,安平區,22.9913578,120.1602383
中油永華路東加油站,台南市安平區永華路二段216號(近永華路二段/永華三街口),台南市,安平區,22.9901504,120.1809385
台南永華市政中心站,台南市安平區永華路二段6號(近市政中心左側，機車停車場),台南市,安平區,22.9922212,120.1853137
中油育平加油站,台南市安平區育平路80號(近府平路/育平路口),台南市,安平區,22.986961,120.166656
7-ELEVEN 康平店站,台南市安平區健康三街81號(近健康三街/府平路口),台南市,安平區,22.9872395,120.1681697
全家台南建平店站,台南市安平區健康路三段10號一樓(近健康路/建平路口),台南市,安平區,22.9829441,120.1811335
中油健康路加油站,台南市安平區健康路三段238號(近健康路三段/華平路),台南市,安平區,22.9839568,120.1743947
台南安平港風景區停車場站,台南市安平區運河路43號-1(近安平遊憩碼頭旁),台南市,安平區,22.9984067,120.1608081
中油慶平路加油站,台南市安平區慶平路485號(近永華八街/慶平路口),台南市,安平區,22.996814,120.1733856
全家安定善高店站,台南市安定區蘇厝293-68號(近178縣道/南122鄉道口),台南市,安定區,23.1253629,120.2516801
璨揚企業站,台南市安南區工業一路18號(近機車停車場入口),台南市,安南區,23.0416524,120.1549558
全聯安南北安店站,台南市安南區北安路三段92.96號(近北安路三段145巷),台南市,安南區,23.0468457,120.2088833
本原街三段停1停車場站,台南市安南區本原街三段85號旁(近本原路三段/智安三街口),台南市,安南區,23.0529404,120.1772097
中油安順加油站,台南市安南區安中路一段650號(近安中路一段/安中路一段698巷口),台南市,安南區,23.0431913,120.1956526
7-ELEVEN 安立店站,台南市安南區安中路四段150號(近安中路四段/安中路四段164巷口),台南市,安南區,23.0497888,120.1700933
中油安中路加油站,台南市安南區安中路四段446號(近安中路四段500巷41弄/安中路五段路口),台南市,安南區,23.0539801,120.1605992
Gogoro 安南安和門市站,台南市安南區安和路一段158號,台南市,安南區,23.0290549,120.2142286
全聯台南培安店站,台南市安南區安和路一段463號(近安和路一段/培安路口),台南市,安南區,23.0362975,120.2132637
麗車坊安南店站,台南市安南區安和路三段116號(近安和路三段/安和路三段115巷口),台南市,安南區,23.0463439,120.2180693
中油和順加油站,台南市安南區安和路四段335號(近安和路四段/州南六街口),台南市,安南區,23.0577554,120.2184952
